class_id,student_id,score
9,174,1.0
9,175,8.3
9,176,7.5
9,177,1.7
9,178,8.7
9,179,4.8
9,180,7.7
10,181,8.3
10,182,7.1
10,183,9.4
10,184,8.1
10,185,0.3
10,186,4.6
10,187,9.2
10,188,0.9
10,189,8.4
10,190,3.8
10,191,8.1
10,192,5.3
10,193,0.8
10,194,6.3
10,195,9.3
10,196,8.6
10,197,2.0
10,198,6.9
10,199,5.0
10,200,5.4
11,201,3.2
11,202,7.2
11,203,9.7
11,204,7.5
11,205,4.8
11,206,3.5
11,207,2.6
11,208,6.2
11,209,5.0
11,210,2.0
11,211,8.6
11,212,3.2
11,213,8.6
11,214,6.8
11,215,9.6
11,216,1.2
11,217,7.9
11,218,0.6
11,219,1.5
11,220,4.1
12,221,9.3
12,222,1.6
12,223,8.2
12,224,2.2
12,225,0.5
12,226,8.3
12,227,5.6
12,228,4.4
12,229,2.8
12,230,5.5
12,231,9.2
12,232,9.6
12,233,4.7
12,234,4.0
12,235,3.9
12,236,8.1
12,237,3.2
12,238,4.7
12,239,2.4
12,240,2.2
13,241,5.5
13,242,0.6
13,243,7.2
13,244,7.8
13,245,4.6
13,246,8.5
13,247,5.3
13,248,1.4
13,249,4.8
13,250,4.9
13,251,9.6
13,252,7.3
13,253,0.8
13,254,4.8
13,255,9.5
13,256,1.5
13,257,2.0
13,258,0.6
13,259,3.3
13,260,2.8
14,261,9.3
14,262,1.7
14,263,6.9
14,264,2.9
14,265,5.3
14,266,8.6
14,267,7.2
14,268,7.2
14,269,1.6
14,270,0.7
14,271,6.4
14,272,5.4
14,273,0.5
14,274,2.1
14,275,1.1
14,276,6.2
14,277,6.5
14,278,7.6
14,279,8.2
14,280,4.2
15,281,3.7
15,282,4.2
15,283,5.5
15,284,2.2
15,285,6.2
15,286,2.6
15,287,6.3
15,288,4.4
15,289,9.6
15,290,3.5
15,291,0.7
15,292,8.5
15,293,0.3
15,294,9.4
15,295,0.1
15,296,3.7
15,297,8.1
15,298,2.0
15,299,7.0
15,300,2.1
16,301,7.8
16,302,1.9
16,303,4.2
16,304,3.1
16,305,9.1
16,306,1.1
16,307,2.5
16,308,4.6
16,309,4.7
16,310,9.6
16,311,5.4
16,312,4.6
16,313,2.0
16,314,3.3
16,315,4.6
16,316,3.0
16,317,3.5
16,318,7.6
16,319,1.1
16,320,4.3
17,321,2.1
17,322,3.8
17,323,5.5
17,324,0.0
17,325,7.3
17,326,7.5
17,327,4.4
17,328,1.1
17,329,7.3
17,330,7.1
17,331,7.6
17,332,7.0
17,333,5.8
17,334,4.2
17,335,7.1
17,336,2.2
17,337,0.9
17,338,5.2
17,339,4.7
17,340,9.4
18,341,8.8
18,342,9.2
18,343,4.3
18,344,2.1
18,345,7.3
18,346,5.2
18,347,7.7
18,348,7.2
18,349,4.7
18,350,7.1
18,351,7.6
18,352,9.9
18,353,0.5
18,354,4.5
18,355,9.0
18,356,3.1
18,357,0.9
18,358,2.6
18,359,3.4
18,360,9.1
19,361,9.2
19,362,2.8
19,363,9.3
19,364,9.4
19,365,9.1
19,366,1.8
19,367,3.7
19,368,8.1
19,369,8.8
19,370,0.7
19,371,2.0
19,372,8.7
19,373,6.3
19,374,2.5
19,375,2.2
19,376,4.8
19,377,9.3
19,378,7.6
19,379,5.7
19,380,4.3
20,381,1.8
20,382,8.0
20,383,4.1
20,384,9.1
20,385,0.6
20,386,7.9
20,387,6.1
20,388,6.6
20,389,7.1
20,390,6.5
20,391,1.7
20,392,7.5
20,393,6.2
20,394,8.2
20,395,9.8
20,396,0.2
20,397,1.4
20,398,8.1
20,399,9.2
20,400,1.8
21,401,0.8
21,402,0.6
21,403,6.3
21,404,7.0
21,405,9.0
21,406,6.9
21,407,6.8
21,408,9.7
21,409,2.5
21,410,2.0
21,411,1.3
21,412,8.2
21,413,6.2
21,414,8.4
21,415,4.3
21,416,2.9
21,417,3.1
21,418,4.0
21,419,8.1
21,420,3.9
22,421,6.1
22,422,4.9
22,423,5.1
22,424,9.7
22,425,7.0
22,426,7.6
22,427,3.6
22,428,9.1
22,429,9.1
22,430,5.6
22,431,5.4
22,432,1.7
22,433,0.0
22,434,9.6
22,435,4.9
22,436,0.3
22,437,0.5
22,438,7.6
22,439,4.3
22,440,1.5
23,441,10.0
23,442,7.6
23,443,4.1
23,444,0.4
23,445,6.7
23,446,5.7
23,447,4.7
23,448,5.7
23,449,4.9
23,450,8.9
23,451,1.0
23,452,9.0
23,453,6.8
23,454,2.1
23,455,5.0
23,456,7.7
23,457,2.9
23,458,7.6
23,459,1.0
23,460,0.9
24,461,2.2
24,462,7.3
24,463,2.7
24,464,6.5
24,465,6.1
24,466,6.9
24,467,6.0
24,468,4.8
24,469,9.9
24,470,6.7
24,471,3.1
24,472,0.9
24,473,4.5
24,474,5.7
24,475,4.3
24,476,7.0
24,477,3.9
24,478,9.4
24,479,6.9
24,480,9.2
25,481,8.1
25,482,4.0
25,483,4.6
25,484,4.3
25,485,2.0
25,486,5.5
25,487,5.8
25,488,9.8
25,489,2.9
25,490,0.8
25,491,0.3
25,492,2.1
25,493,9.0
25,494,8.7
25,495,3.1
25,496,5.2
25,497,5.3
25,498,4.5
25,499,6.1
25,500,1.8
26,501,3.0
26,502,6.3
26,503,3.2
26,504,7.3
26,505,1.1
26,506,9.3
26,507,4.8
26,508,9.8
26,509,5.8
26,510,1.0
26,511,9.8
26,512,7.3
26,513,8.9
26,514,1.1
26,515,6.8
26,516,8.5
26,517,3.4
26,518,2.6
26,519,6.0
26,520,8.4
27,521,9.1
27,522,8.5
27,523,2.8
27,524,5.5
27,525,5.8
27,526,1.2
27,527,1.3
27,528,2.6
27,529,7.7
27,530,8.7
27,531,8.1
27,532,5.3
27,533,6.9
27,534,0.3
27,535,3.7
27,536,6.1
27,537,0.0
27,538,1.3
27,539,7.0
27,540,4.6
28,541,1.8
28,542,3.8
28,543,9.7
28,544,9.2
28,545,9.5
28,546,3.3
28,547,4.8
28,548,8.9
28,549,1.5
28,550,9.0
28,551,6.9
28,552,1.2
28,553,8.7
28,554,5.5
28,555,7.6
28,556,1.7
28,557,9.8
28,558,5.4
28,559,0.3
28,560,1.2
29,561,4.1
29,562,9.7
29,563,6.2
29,564,5.9
29,565,3.2
29,566,8.1
29,567,0.2
29,568,2.6
29,569,8.2
29,570,7.5
29,571,7.9
29,572,9.3
29,573,9.0
29,574,4.6
29,575,9.7
29,576,1.3
29,577,7.2
29,578,9.3
29,579,4.0
29,580,6.4
30,581,5.6
30,582,4.4
30,583,9.4
30,584,5.0
30,585,0.3
30,586,7.4
30,587,2.1
30,588,8.0
30,589,3.8
30,590,2.8
30,591,0.3
30,592,8.6
30,593,8.2
30,594,8.0
30,595,2.7
30,596,6.9
30,597,5.1
30,598,4.9
30,599,0.4
30,600,1.4
31,601,9.8
31,602,9.8
31,603,2.1
31,604,5.2
31,605,0.9
31,606,4.7
31,607,9.6
31,608,2.1
31,609,3.9
31,610,6.5
31,611,2.3
31,612,5.2
31,613,2.0
31,614,0.3
31,615,7.1
31,616,0.4
31,617,9.4
31,618,9.3
31,619,9.2
31,620,4.4
32,621,9.3
32,622,3.8
32,623,5.5
32,624,8.0
32,625,6.9
32,626,5.5
32,627,7.3
32,628,8.6
32,629,6.0
32,630,0.2
32,631,9.6
32,632,6.5
32,633,5.9
32,634,7.4
32,635,5.6
32,636,1.4
32,637,2.6
32,638,8.9
32,639,6.4
32,640,8.2
33,641,1.9
33,642,6.5
33,643,6.5
33,644,1.2
33,645,7.3
33,646,2.0
33,647,1.6
33,648,1.6
33,649,6.1
33,650,6.2
33,651,2.4
33,652,4.5
33,653,4.6
33,654,3.7
33,655,3.1
33,656,1.0
33,657,5.9
33,658,4.4
33,659,3.9
33,660,9.3
34,661,6.8
34,662,10.0
34,663,8.4
34,664,2.1
34,665,7.0
34,666,5.6
34,667,3.5
34,668,1.3
34,669,4.7
34,670,0.4
34,671,6.4
34,672,7.0
34,673,6.1
34,674,9.1
34,675,8.1
34,676,2.5
34,677,8.5
34,678,3.3
34,679,5.1
34,680,2.8
35,681,4.9
35,682,4.3
35,683,9.9
35,684,9.3
35,685,2.1
35,686,2.0
35,687,3.9
35,688,0.8
35,689,6.9
35,690,2.7
35,691,2.0
35,692,8.8
35,693,0.4
35,694,5.9
35,695,1.5
35,696,9.1
35,697,5.1
35,698,6.2
35,699,3.4
35,700,7.7
36,701,3.0
36,702,1.5
36,703,3.6
36,704,7.2
36,705,6.9
36,706,6.6
36,707,6.9
36,708,9.5
36,709,1.9
36,710,4.5
36,711,6.8
36,712,5.9
36,713,4.9
36,714,9.0
36,715,2.0
36,716,7.9
36,717,1.2
36,718,7.7
36,719,0.8
36,720,6.0
37,721,6.5
37,722,1.9
37,723,7.4
37,724,9.2
37,725,7.4
37,726,9.8
37,727,3.6
37,728,3.5
37,729,0.8
37,730,7.5
37,731,6.7
37,732,2.3
37,733,5.8
37,734,10.0
37,735,6.7
37,736,8.9
37,737,3.8
37,738,3.5
37,739,4.6
37,740,2.1
38,741,7.9
38,742,4.3
38,743,5.7
38,744,8.4
38,745,5.3
38,746,4.0
38,747,7.7
38,748,0.5
38,749,2.6
38,750,6.0
38,751,2.7
38,752,4.6
38,753,4.9
38,754,2.2
38,755,1.1
38,756,6.9
38,757,7.2
38,758,2.9
38,759,5.6
38,760,5.3
39,761,9.8
39,762,7.7
39,763,2.2
39,764,6.7
39,765,3.4
39,766,9.2
39,767,6.5
39,768,0.4
39,769,6.6
39,770,4.6
39,771,9.6
39,772,0.1
39,773,1.7
39,774,4.1
39,775,3.8
39,776,7.7
39,777,8.6
39,778,7.7
39,779,6.6
39,780,9.1
40,781,2.0
40,782,6.1
40,783,1.0
40,784,1.4
40,785,4.0
40,786,4.5
40,787,1.6
40,788,5.1
40,789,5.7
40,790,5.1
40,791,7.0
40,792,9.3
40,793,1.7
40,794,0.2
40,795,3.5
40,796,7.8
40,797,4.6
40,798,5.0
40,799,5.4
40,800,5.9
41,801,6.8
41,802,9.4
41,803,8.6
41,804,5.9
41,805,6.4
41,806,0.7
41,807,4.1
41,808,1.9
41,809,4.5
41,810,5.9
41,811,9.4
41,812,9.5
41,813,4.7
41,814,5.0
41,815,4.2
41,816,1.4
41,817,0.5
41,818,6.9
41,819,6.5
41,820,3.2
42,821,4.0
42,822,6.4
42,823,6.5
42,824,2.9
42,825,5.7
42,826,9.5
42,827,5.5
42,828,1.4
42,829,1.3
42,830,2.8
42,831,2.1
42,832,3.7
42,833,9.5
42,834,6.2
42,835,9.1
42,836,2.9
42,837,8.6
42,838,4.7
42,839,2.6
42,840,8.9
43,841,8.7
43,842,4.4
43,843,6.5
43,844,7.0
43,845,3.5
43,846,0.9
43,847,1.8
43,848,6.6
43,849,9.8
43,850,7.3
43,851,7.2
43,852,7.0
43,853,7.6
43,854,1.2
43,855,3.7
43,856,0.5
43,857,4.2
43,858,8.9
43,859,8.9
43,860,0.6
44,861,7.2
44,862,4.6
44,863,3.7
44,864,5.1
44,865,5.0
44,866,1.8
44,867,6.2
44,868,3.3
44,869,2.3
44,870,7.0
44,871,3.3
44,872,0.2
44,873,7.3
44,874,6.4
44,875,6.0
44,876,9.3
44,877,6.7
44,878,3.5
44,879,7.2
44,880,4.4
45,881,8.4
45,882,2.0
45,883,6.2
45,884,7.4
45,885,1.4
45,886,0.0
45,887,4.5
45,888,7.5
45,889,8.6
45,890,5.5
45,891,4.1
45,892,1.6
45,893,5.7
45,894,8.9
45,895,8.7
45,896,9.4
45,897,7.6
45,898,4.3
45,899,3.7
45,900,6.5
46,901,6.5
46,902,2.3
46,903,3.5
46,904,2.0
46,905,0.5
46,906,6.6
46,907,3.8
46,908,8.2
46,909,0.4
46,910,2.0
46,911,7.5
46,912,8.1
46,913,5.9
46,914,8.0
46,915,6.0
46,916,8.2
46,917,1.5
46,918,3.9
46,919,1.6
46,920,0.8
47,921,4.4
47,922,1.8
47,923,0.6
47,924,8.9
47,925,2.8
47,926,0.3
47,927,2.6
47,928,6.4
47,929,9.1
47,930,8.3
47,931,1.5
47,932,3.4
47,933,2.0
47,934,7.8
47,935,7.0
47,936,9.1
47,937,9.6
47,938,8.9
47,939,2.4
47,940,7.2
48,941,9.8
48,942,10.0
48,943,3.2
48,944,8.8
48,945,8.0
48,946,0.4
48,947,3.6
48,948,4.3
48,949,3.7
48,950,1.2
48,951,2.8
48,952,2.1
48,953,0.3
48,954,3.5
48,955,9.9
48,956,1.8
48,957,5.4
48,958,2.5
48,959,7.8
48,960,8.5
49,961,6.0
49,962,4.8
49,963,3.3
49,964,1.9
49,965,9.4
49,966,4.2
49,967,9.1
49,968,8.3
49,969,1.8
49,970,9.3
49,971,0.8
49,972,0.8
49,973,6.1
49,974,0.8
49,975,9.2
49,976,7.4
49,977,6.0
49,978,4.2
49,979,2.1
49,980,0.9
50,981,4.4
50,982,9.1
50,983,6.8
50,984,0.6
50,985,0.4
50,986,2.2
50,987,6.0
50,988,8.1
50,989,9.8
50,990,4.7
50,991,2.7
50,992,3.9
50,993,8.0
50,994,9.7
50,995,4.7
50,996,7.6
50,997,6.3
50,998,3.9
50,999,0.1
50,1000,1.5
51,1001,6.0
51,1002,8.2
51,1003,5.4
51,1004,6.9
51,1005,4.7
51,1006,7.3
51,1007,4.1
51,1008,1.4
51,1009,7.7
51,1010,2.2
51,1011,2.0
51,1012,7.9
51,1013,1.5
51,1014,6.2
51,1015,8.8
51,1016,3.0
51,1017,0.2
51,1018,7.3
51,1019,3.7
51,1020,0.3
52,1021,4.9
52,1022,3.8
52,1023,2.7
52,1024,10.0
52,1025,7.3
52,1026,7.6
52,1027,1.6
52,1028,7.8
52,1029,5.4
52,1030,2.0
52,1031,7.4
52,1032,2.0
52,1033,6.9
52,1034,4.5
52,1035,5.6
52,1036,1.4
52,1037,0.0
52,1038,5.9
52,1039,0.9
52,1040,7.0
53,1041,3.0
53,1042,6.5
53,1043,6.0
53,1044,6.3
53,1045,9.0
53,1046,4.3
53,1047,2.9
53,1048,6.5
53,1049,8.3
53,1050,8.8
53,1051,1.7
53,1052,1.3
53,1053,2.8
53,1054,1.5
53,1055,9.9
53,1056,8.8
53,1057,2.0
53,1058,3.6
53,1059,5.3
53,1060,4.2
54,1061,4.3
54,1062,6.6
54,1063,8.2
54,1064,2.5
54,1065,3.7
54,1066,2.6
54,1067,1.8
54,1068,1.4
54,1069,7.8
54,1070,4.5
54,1071,0.5
54,1072,2.2
54,1073,0.4
54,1074,4.1
54,1075,9.2
54,1076,9.4
54,1077,9.0
54,1078,1.9
54,1079,9.4
54,1080,1.6
55,1081,2.1
55,1082,2.3
55,1083,0.8
55,1084,7.7
55,1085,8.3
55,1086,1.6
55,1087,7.5
55,1088,8.7
55,1089,5.6
55,1090,4.6
55,1091,1.1
55,1092,8.7
55,1093,3.8
55,1094,3.4
55,1095,3.5
55,1096,3.6
55,1097,1.9
55,1098,5.6
55,1099,6.6
55,1100,0.8
56,1101,2.8
56,1102,9.8
56,1103,5.9
56,1104,2.0
56,1105,7.4
56,1106,4.9
56,1107,9.1
56,1108,3.7
56,1109,0.4
56,1110,7.5
56,1111,9.3
56,1112,2.4
56,1113,9.8
56,1114,6.1
56,1115,4.0
56,1116,5.4
56,1117,5.2
56,1118,3.0
56,1119,9.0
56,1120,1.9
57,1121,2.0
57,1122,3.9
57,1123,1.4
57,1124,1.5
57,1125,3.3
57,1126,9.3
57,1127,0.1
57,1128,4.4
57,1129,7.7
57,1130,8.1
57,1131,9.4
57,1132,3.7
57,1133,8.1
57,1134,0.6
57,1135,6.4
57,1136,9.2
57,1137,7.5
57,1138,0.9
57,1139,6.8
57,1140,5.1
58,1141,9.3
58,1142,9.5
58,1143,7.0
58,1144,6.5
58,1145,2.7
58,1146,4.5
58,1147,7.5
58,1148,9.0
58,1149,8.4
58,1150,3.4
58,1151,7.4
58,1152,2.1
58,1153,9.9
58,1154,1.0
58,1155,7.2
58,1156,7.5
58,1157,9.8
58,1158,3.1
58,1159,0.3
58,1160,0.2
59,1161,7.0
59,1162,4.9
59,1163,5.7
59,1164,8.4
59,1165,3.1
59,1166,10.0
59,1167,7.2
59,1168,9.6
59,1169,1.5
59,1170,6.3
59,1171,1.1
59,1172,2.7
59,1173,7.3
59,1174,7.5
59,1175,6.5
59,1176,0.9
59,1177,1.6
59,1178,9.9
59,1179,7.1
59,1180,7.8
60,1181,3.2
60,1182,2.7
60,1183,5.4
60,1184,2.7
60,1185,3.1
60,1186,9.4
60,1187,5.0
60,1188,9.1
60,1189,8.3
60,1190,9.4
60,1191,4.1
60,1192,3.6
60,1193,9.1
60,1194,9.2
60,1195,0.6
60,1196,5.2
60,1197,2.2
60,1198,9.9
60,1199,4.0
60,1200,1.7
61,1201,9.8
61,1202,1.6
61,1203,9.6
61,1204,7.1
61,1205,3.9
61,1206,8.3
61,1207,0.9
61,1208,0.5
61,1209,9.2
61,1210,7.7
61,1211,9.4
61,1212,7.3
61,1213,4.5
61,1214,8.2
61,1215,4.7
61,1216,7.1
61,1217,0.5
61,1218,3.5
61,1219,7.6
61,1220,2.3
62,1221,8.7
62,1222,7.9
62,1223,7.9
62,1224,7.7
62,1225,0.6
62,1226,6.4
62,1227,3.0
62,1228,8.3
62,1229,3.5
62,1230,7.5
62,1231,9.6
62,1232,6.7
62,1233,7.7
62,1234,8.2
62,1235,7.4
62,1236,4.1
62,1237,7.6
62,1238,3.2
62,1239,7.3
62,1240,2.7
63,1241,5.8
63,1242,8.6
63,1243,8.2
63,1244,0.9
63,1245,2.6
63,1246,4.9
63,1247,3.6
63,1248,9.2
63,1249,5.0
63,1250,6.7
63,1251,4.5
63,1252,8.4
63,1253,0.2
63,1254,2.8
63,1255,7.5
63,1256,1.6
63,1257,0.5
63,1258,7.8
63,1259,7.7
63,1260,8.0
64,1261,0.3
64,1262,0.7
64,1263,8.9
64,1264,4.1
64,1265,1.6
64,1266,9.4
64,1267,9.8
64,1268,5.2
64,1269,7.4
64,1270,3.3
64,1271,6.4
64,1272,3.6
64,1273,1.9
64,1274,0.6
64,1275,9.9
64,1276,2.3
64,1277,0.6
64,1278,2.2
64,1279,0.7
64,1280,6.7
65,1281,4.2
65,1282,3.7
65,1283,7.8
65,1284,1.6
65,1285,6.9
65,1286,10.0
65,1287,0.8
65,1288,5.0
65,1289,6.2
65,1290,10.0
65,1291,9.1
65,1292,7.3
65,1293,6.6
65,1294,0.9
65,1295,9.3
65,1296,9.3
65,1297,2.9
65,1298,8.2
65,1299,6.0
65,1300,5.1
66,1301,2.8
66,1302,4.2
66,1303,7.5
66,1304,8.0
66,1305,5.8
66,1306,8.5
66,1307,0.2
66,1308,2.7
66,1309,1.9
66,1310,0.8
66,1311,2.6
66,1312,3.4
66,1313,9.8
66,1314,3.6
66,1315,2.3
66,1316,8.5
66,1317,3.0
66,1318,9.6
66,1319,1.6
66,1320,7.0
67,1321,0.3
67,1322,2.4
67,1323,5.9
67,1324,1.7
67,1325,8.2
67,1326,3.6
67,1327,8.3
67,1328,7.0
67,1329,7.6
67,1330,8.2
67,1331,6.8
67,1332,8.0
67,1333,9.7
67,1334,9.7
67,1335,9.7
67,1336,7.0
67,1337,9.4
67,1338,8.6
67,1339,5.9
67,1340,5.0
68,1341,5.6
68,1342,1.1
68,1343,4.7
68,1344,1.7
68,1345,2.8
68,1346,0.7
68,1347,6.2
68,1348,8.7
68,1349,5.2
68,1350,2.9
68,1351,0.4
68,1352,8.3
68,1353,2.4
68,1354,7.9
68,1355,6.9
68,1356,2.9
68,1357,1.7
68,1358,8.6
68,1359,9.2
68,1360,5.5
69,1361,6.6
69,1362,1.1
69,1363,4.4
69,1364,8.7
69,1365,0.7
69,1366,8.6
69,1367,5.9
69,1368,10.0
69,1369,2.2
69,1370,1.7
69,1371,6.1
69,1372,8.9
69,1373,2.7
69,1374,4.0
69,1375,9.0
69,1376,0.2
69,1377,5.6
69,1378,9.9
69,1379,0.8
69,1380,2.0
70,1381,3.2
70,1382,9.9
70,1383,8.5
70,1384,1.4
70,1385,9.0
70,1386,4.1
70,1387,6.6
70,1388,1.8
70,1389,9.4
70,1390,8.7
70,1391,1.1
70,1392,3.4
70,1393,9.3
70,1394,1.1
70,1395,6.4
70,1396,2.6
70,1397,0.5
70,1398,0.2
70,1399,9.9
70,1400,2.8
71,1401,0.8
71,1402,9.7
71,1403,4.4
71,1404,8.0
71,1405,1.4
71,1406,0.7
71,1407,5.4
71,1408,8.5
71,1409,2.8
71,1410,7.0
71,1411,6.5
71,1412,6.0
71,1413,6.3
71,1414,9.2
71,1415,3.1
71,1416,2.8
71,1417,6.0
71,1418,2.5
71,1419,0.7
71,1420,5.7
72,1421,5.4
72,1422,5.1
72,1423,1.1
72,1424,1.8
72,1425,1.3
72,1426,4.7
72,1427,5.1
72,1428,4.2
72,1429,8.6
72,1430,9.9
72,1431,5.0
72,1432,3.0
72,1433,3.0
72,1434,7.7
72,1435,2.7
72,1436,8.6
72,1437,2.9
72,1438,1.8
72,1439,1.1
72,1440,9.9
73,1441,4.5
73,1442,0.3
73,1443,7.7
73,1444,0.3
73,1445,4.9
73,1446,6.3
73,1447,3.1
73,1448,0.3
73,1449,5.2
73,1450,2.9
73,1451,5.4
73,1452,3.4
73,1453,5.3
73,1454,1.2
73,1455,0.9
73,1456,0.1
73,1457,5.1
73,1458,3.6
73,1459,0.8
73,1460,6.7
74,1461,2.3
74,1462,7.1
74,1463,4.5
74,1464,9.5
74,1465,0.9
74,1466,3.2
74,1467,9.3
74,1468,1.9
74,1469,6.5
74,1470,2.9
74,1471,4.5
74,1472,3.4
74,1473,8.5
74,1474,4.0
74,1475,8.4
74,1476,7.3
74,1477,3.0
74,1478,4.3
74,1479,1.3
74,1480,1.8
75,1481,3.5
75,1482,9.9
75,1483,2.6
75,1484,5.3
75,1485,7.5
75,1486,1.6
75,1487,9.4
75,1488,1.8
75,1489,3.3
75,1490,9.9
75,1491,5.0
75,1492,4.0
75,1493,3.9
75,1494,6.2
75,1495,3.8
75,1496,8.2
75,1497,0.9
75,1498,4.0
75,1499,1.9
75,1500,0.7
76,1501,2.6
76,1502,0.7
76,1503,7.6
76,1504,6.3
76,1505,6.9
76,1506,6.5
76,1507,9.5
76,1508,3.1
76,1509,8.0
76,1510,3.5
76,1511,7.4
76,1512,9.4
76,1513,4.3
76,1514,5.9
76,1515,9.1
76,1516,6.5
76,1517,2.6
76,1518,5.9
76,1519,0.4
76,1520,4.7
77,1521,1.6
77,1522,1.3
77,1523,3.3
77,1524,9.9
77,1525,1.4
77,1526,9.6
77,1527,8.9
77,1528,2.1
77,1529,6.8
77,1530,5.7
77,1531,10.0
77,1532,1.6
77,1533,3.1
77,1534,9.1
77,1535,9.6
77,1536,5.0
77,1537,2.8
77,1538,6.6
77,1539,10.0
77,1540,9.2
78,1541,9.5
78,1542,8.6
78,1543,6.7
78,1544,6.0
78,1545,6.9
78,1546,4.4
78,1547,8.3
78,1548,2.2
78,1549,8.1
78,1550,4.7
78,1551,4.7
78,1552,3.0
78,1553,9.9
78,1554,0.6
78,1555,7.4
78,1556,2.5
78,1557,0.0
78,1558,7.9
78,1559,5.3
78,1560,9.4
79,1561,8.6
79,1562,2.9
79,1563,3.6
79,1564,1.6
79,1565,0.2
79,1566,2.4
79,1567,7.6
79,1568,8.0
79,1569,4.5
79,1570,7.1
79,1571,0.0
79,1572,1.7
79,1573,6.0
79,1574,0.2
79,1575,4.5
79,1576,6.6
79,1577,1.1
79,1578,3.3
79,1579,9.6
79,1580,5.1
80,1581,0.8
80,1582,2.2
80,1583,0.8
80,1584,3.3
80,1585,2.2
80,1586,0.8
80,1587,4.3
80,1588,7.8
80,1589,8.6
80,1590,6.6
80,1591,6.1
80,1592,3.4
80,1593,0.3
80,1594,8.6
80,1595,6.4
80,1596,8.9
80,1597,9.8
80,1598,1.1
80,1599,5.6
80,1600,1.4
81,1601,1.6
81,1602,2.8
81,1603,0.6
81,1604,8.8
81,1605,4.4
81,1606,7.6
81,1607,4.0
81,1608,0.2
81,1609,4.5
81,1610,7.2
81,1611,3.4
81,1612,8.9
81,1613,5.3
81,1614,0.2
81,1615,4.7
81,1616,3.6
81,1617,5.9
81,1618,2.4
81,1619,7.0
81,1620,4.5
82,1621,5.2
82,1622,0.9
82,1623,3.7
82,1624,9.6
82,1625,2.5
82,1626,1.8
82,1627,2.2
82,1628,5.7
82,1629,4.2
82,1630,9.5
82,1631,4.8
82,1632,4.4
82,1633,7.9
82,1634,4.5
82,1635,1.8
82,1636,9.3
82,1637,3.7
82,1638,6.5
82,1639,5.0
82,1640,4.4
83,1641,8.7
83,1642,7.6
83,1643,3.8
83,1644,8.8
83,1645,2.1
83,1646,2.8
83,1647,4.1
83,1648,10.0
83,1649,8.4
83,1650,0.9
83,1651,9.9
83,1652,5.4
83,1653,8.4
83,1654,6.9
83,1655,2.9
83,1656,2.8
83,1657,7.7
83,1658,3.8
83,1659,1.2
83,1660,3.9
84,1661,0.1
84,1662,8.1
84,1663,0.1
84,1664,4.7
